Odour_presentation,Duration_sniffing,Source,Odour_type_presentation,Video_id,Genotype,Sex,Age,Filtered,Status
Odour3.3,24.76,ML,Water3,1671623779451_000000_20221221FNWC9ORF32d,4,Male,67,No,1
Odour1.1,38.84,ML,Water1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.2,50.96,ML,Water2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.3,56.48,ML,Water3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.1,51.64,ML,Familiar1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.2,37.16,ML,Familiar2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour2.3,16.28,ML,Familiar3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.1,48.04,ML,Novel1,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.2,71.2,ML,Novel2,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour3.3,36.56,ML,Novel3,1671623805350_000000_20221221WFNC9ORF51c,4,Male,67,No,1
Odour1.1,0,ML,Water1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour1.2,0,ML,Water2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour1.3,24.04,ML,Water3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,0
Odour2.1,23.32,ML,Familiar1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour2.2,10.28,ML,Familiar2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour2.3,15.08,ML,Familiar3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.1,24.04,ML,Novel1,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.2,0,ML,Novel2,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour3.3,24.12,ML,Novel3,1671623827407_000000_20221221WFNC9ORF51d,4,Male,67,No,1
Odour1.1,14.72,ML,Novel1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.2,3.24,ML,Novel2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour1.3,0,ML,Novel3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.1,11.44,ML,Familiar1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.2,15.4,ML,Familiar2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour2.3,11.8,ML,Familiar3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,1
Odour3.1,8.56,ML,Water1,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,0
Odour3.2,0,ML,Water2,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,0
Odour3.3,0,ML,Water3,1675941075620_000000_20230209NFWC9O71d,2,Female,67,No,0
Odour1.1,10.8,ML,Familiar1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.2,1.56,ML,Familiar2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour1.3,5.44,ML,Familiar3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.1,17.08,ML,Novel1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.2,3.08,ML,Novel2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour2.3,10.32,ML,Novel3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,1
Odour3.1,2.48,ML,Water1,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,0
Odour3.2,0,ML,Water2,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,0
Odour3.3,6,ML,Water3,1675941125084_000000_20230209FNWC9O61a,4,Female,67,No,0
Odour1.1,28.96,ML,Familiar1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.2,26.04,ML,Familiar2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour1.3,9.56,ML,Familiar3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.1,36.84,ML,Novel1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.2,0.6,ML,Novel2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour2.3,14,ML,Novel3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.1,24.08,ML,Water1,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.2,6.68,ML,Water2,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
Odour3.3,1.72,ML,Water3,1675943892048_000000_20230209FNWC9O62c,4,Male,67,No,1
