Behavior_x,Total Duration(s)_x,Type_x,filename
Odour2.2,76.9,,1677150255589_000000_20230223WFNTDP82e
Odour3.2,25.8,,1677150255589_000000_20230223WFNTDP82e
Odour1.3,8.9,,1677150255589_000000_20230223WFNTDP82e
Odour2.3,19.4,,1677150255589_000000_20230223WFNTDP82e
Odour3.3,56.5,,1677150255589_000000_20230223WFNTDP82e
Odour1.1,27.7,,1677150284105_000000_20230223WFNTDP92f
Odour2.1,70.5,,1677150284105_000000_20230223WFNTDP92f
Odour3.1,38.2,,1677150284105_000000_20230223WFNTDP92f
Odour1.2,12.1,,1677150284105_000000_20230223WFNTDP92f
Odour2.2,51.5,,1677150284105_000000_20230223WFNTDP92f
Odour3.2,9.9,,1677150284105_000000_20230223WFNTDP92f
Odour1.3,0,,1677150284105_000000_20230223WFNTDP92f
Odour2.3,4.1,,1677150284105_000000_20230223WFNTDP92f
Odour3.3,38.6,,1677150284105_000000_20230223WFNTDP92f
Odour1.1,39.2,,1677150333334_000000_20230223FNWTDP33i
Odour2.1,23.5,,1677150333334_000000_20230223FNWTDP33i
Odour3.1,0.4,,1677150333334_000000_20230223FNWTDP33i
Odour1.2,12.7,,1677150333334_000000_20230223FNWTDP33i
Odour2.2,17.4,,1677150333334_000000_20230223FNWTDP33i
Odour3.2,1.2,,1677150333334_000000_20230223FNWTDP33i
Odour1.3,0.5,,1677150333334_000000_20230223FNWTDP33i
Odour2.3,8.7,,1677150333334_000000_20230223FNWTDP33i
Odour3.3,0,,1677150333334_000000_20230223FNWTDP33i
Odour1.1,44.1,,1677150417591_000000_20230223FNWTDP63f
Odour2.1,41.2,,1677150417591_000000_20230223FNWTDP63f
Odour3.1,23.3,,1677150417591_000000_20230223FNWTDP63f
Odour1.2,28.9,,1677150417591_000000_20230223FNWTDP63f
Odour2.2,53.5,,1677150417591_000000_20230223FNWTDP63f
Odour3.2,5.8,,1677150417591_000000_20230223FNWTDP63f
Odour1.3,13.4,,1677150417591_000000_20230223FNWTDP63f
Odour2.3,29.3,,1677150417591_000000_20230223FNWTDP63f
Odour3.3,2.4,,1677150417591_000000_20230223FNWTDP63f
Odour1.1,31.8,,1677152542625_000000_20230223NFWTDP33k
Odour2.1,34.5,,1677152542625_000000_20230223NFWTDP33k
Odour3.1,9,,1677152542625_000000_20230223NFWTDP33k
Odour1.2,21.5,,1677152542625_000000_20230223NFWTDP33k
Odour2.2,8.8,,1677152542625_000000_20230223NFWTDP33k
Odour3.2,0,,1677152542625_000000_20230223NFWTDP33k
Odour1.3,11.4,,1677152542625_000000_20230223NFWTDP33k
Odour2.3,0,,1677152542625_000000_20230223NFWTDP33k
Odour3.3,0,,1677152542625_000000_20230223NFWTDP33k
Odour1.1,37.7,,1677152566807_000000_20230223NFWTDP51j
Odour2.1,90,,1677152566807_000000_20230223NFWTDP51j
Odour3.1,18.3,,1677152566807_000000_20230223NFWTDP51j
Odour1.2,61.1,,1677152566807_000000_20230223NFWTDP51j
Odour2.2,96,,1677152566807_000000_20230223NFWTDP51j
Odour3.2,8.4,,1677152566807_000000_20230223NFWTDP51j
Odour1.3,34.8,,1677152566807_000000_20230223NFWTDP51j
Odour2.3,79.1,,1677152566807_000000_20230223NFWTDP51j
Odour3.3,2.8,,1677152566807_000000_20230223NFWTDP51j
Odour1.1,39.4,,1677152640243_000000_20230223NFWTDP33n
Odour2.1,45,,1677152640243_000000_20230223NFWTDP33n
Odour3.1,12.9,,1677152640243_000000_20230223NFWTDP33n
Odour1.2,69.1,,1677152640243_000000_20230223NFWTDP33n
Odour2.2,15.8,,1677152640243_000000_20230223NFWTDP33n
Odour3.2,12.3,,1677152640243_000000_20230223NFWTDP33n
Odour1.3,11.3,,1677152640243_000000_20230223NFWTDP33n
Odour2.3,0,,1677152640243_000000_20230223NFWTDP33n
Odour3.3,9.6,,1677152640243_000000_20230223NFWTDP33n
